old_url,new_target,http_status,disposition,confidence,type,rationale,DECISION (Jake)
/blog/5-a-b-testing-techniques-for-boosting-your-websites-conversion-rate/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/5-benefits-working-with-a-google-partner-agency/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/5-effective-content-writing-tips/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/5-steps-to-create-a-powerful-digital-marketing-strategy/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/5-tips-facebook-ads-creation/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/5-ways-create-content-google-adwords/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/6-benefits-google-ads-management-agency/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/6-google-ads-best-practices-for-high-converting-ads/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/6-tips-updating-website/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/6-ways-engaging-content-can-help-your-business-goals/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/7-benefits-to-linkedin-advertising/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/7-proven-growth-marketing-strategies-that-drive-roi/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/7-tips-for-creating-effective-facebook-ads-that-convert/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/8-ways-to-increase-your-google-ads-ctr/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/9-best-practices-for-conversion-rate-optimization/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/9-business-growth-strategies-in-2023/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/abm-what-is-it-and-how-can-it-benefit-your-target-audience/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/agency-vs-consultancy-what-to-know/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/anatomy-of-high-converting-landing-page-infographic/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/artificial-intelligence-digital-transformation/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/b2b-influencer-marketing-campaign-ideas/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/b2c-influencer-marketing-campaign-ideas/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/benefits-of-digital-transformation-for-smbs/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/benefits-of-influencer-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/benefits-of-leveraging-video-content-for-seo/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/benefits-of-youtube-for-business/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/best-practices-for-leveraging-ugc-infographic/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/best-social-media-management-tools-for-2024/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/best-tech-stack-digital-marketing-agency/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/best-ways-utilize-local-store-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/boost-your-conversion-rates-with-these-tips/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/boosting-sales-with-user-generated-content-ugc-infographic/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/build-business-visual-brand-strategy/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/building-your-email-list-with-lead-magnets/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/buzz-worthy-branded-digital-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/cdap-canada-digital-adoption-program-eligibility/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/choose-internet-marketing-company/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/client-spotlight-increase-in-conversion-rate-for-zayouna-law-firm/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/client-spotlight-on-comwave-ranking-first-on-google-search/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/client-spotlight-on-ontario-business-central-41-increase-in-revenue/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/compelling-email-subject-lines-boost-engagement/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/complete-restaurant-seo-guide/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/consultus-academy-learning/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/consultus-digital-announced-as-official-advisor-in-canadas-4-billion-digital-grant/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/consultus-digital-rebrand/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/content-marketing-can-improve-your-seo/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/content-marketing-vs-copywriting/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/content-repurposing-how-to-get-more-blog-content-value/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/copywriting-in-conversion-rate-optimization-cro/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/copywriting-tips-increase-conversions/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/creative-best-practices-for-youtube-ad-design-and-video-production/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/crm-for-small-businesses-how-to-implement-and-leverage-crm-for-growth-and-success/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/crm-marketing-automation-integration/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/cro-strategy/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/cro-vs-seo-working-together/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/digital-advertising-rules-for-lawyers-in-canada/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/digital-marketing-gift-guide/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/digital-marketing-trends/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/digital-transformation-business-success/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/driving-retail-sales-digital-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/ecommerce-seo-how-to-get-started/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/ecommerce-seo-tips-to-increase-traffic/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/effective-content-marketing-for-law-firms-best-practices-for-blogging-email-and-video/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/email-marketing-ecommerce-how-to-boost-sales/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/email-marketing-more-important-than-ever/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/expert-remarketing-strategies/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/future-proof-seo-strategy/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/generate-leads-with-content-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/google-ads-benchmark-a-guide-for-small-businesses/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/google-ads-paid-search/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/google-ads-vs-facebook-ads-what-you-need-to-know/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/google-business-profile-optimization/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/growth-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/guest-blogging-inbound-marketing-strategy/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/guide-to-google-ad-campaigns-search-ads/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/harnessing-power-of-different-types-ugc-infographic/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/hiding-likes-influencer-marketing/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/how-can-blogging-help-grow-my-business/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-google-is-shifting-to-user-journeys-and-why-it-matters-to-you/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-many-hashtags-should-i-use-on-social-media/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/how-to-apply-for-the-cdap-grant/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/how-to-best-utilize-experiential-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-boost-your-business-with-15k-cdap/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/how-to-build-a-growth-marketing-plan/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-choose-the-right-crm-system-for-your-business-tips-and-best-practices/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/how-to-create-a-facebook-ads-strategy-that-works-for-your-business/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/how-to-create-compelling-email-newsletters-that-will-be-opened-and-read/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-create-compelling-visuals-for-your-facebook-ads/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-create-high-converting-tiktok-ads/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-edit-ads-on-facebook/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/how-to-manage-your-online-reputation/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-migrate-to-google-analytics-4/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/how-to-optimize-your-social-media/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-successfully-run-cro-audit/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-use-heatmaps-to-improve-your-websites-conversion-rate/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-use-seo-to-boost-your-online-reputation/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-utilize-instagram-shopping/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-to-write-successful-google-ads-copy/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/how-your-business-can-grow-with-influencer-marketing/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/improve-lead-generation/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/improve-sales-process/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/improve-website-conversion-rate/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/improve-your-short-form-video-content/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/increase-website-traffic-by-using-these-4-seo-blogging-tips/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/increase-your-website-revenue-with-cro-infographic/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/influence-of-micro-influencers-ugc-strategies-for-niche-marketing-infographic/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/influence-of-ugc-creators-in-shaping-brand-perception/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/innovative-insurance-marketing-tactics-how-to-stand-out-in-a-crowded-market/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/leverage-social-media-for-seo-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/linkedin-message-ads-a-complete-guide/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/local-seo-improve-visibility-google/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/marketing-automation-for-insurance-how-to-streamline-your-processes-and-improve-efficiency/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/marketing-automation-is-your-digital-marketing-secure-efficient/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/mastering-perplexity-ai-top-seo-strategies-for-success/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/maximizing-conversions-cro-tools-techniques-infographic/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/meta-ads-benchmarks-a-guide-for-small-businesses/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/my-take-on-how-ai-will-transform-digital-marketing-in-2023/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/off-page-seo-tips/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/online-competitor-analysis-preparing-for-2024/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/partner-with-influencer-marketing-agency/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/performance-marketing-vs-digital-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/power-of-social-proof-with-conversion-rate-optimization/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/product-listing-ads-management-guide/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/pros-cons-facebook-advertising/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/push-and-pull-marketing/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/quick-guide-google-ads-campaigns-performance-max/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/quick-guide-google-display-ads-campaigns/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/quick-guide-to-google-ads-campaigns-video-ads/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/quick-guide-to-google-ads/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/quick-guide-to-google-shopping-ads/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/rank-business-locally-maps/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/real-time-marketing-social-media-2019/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/reasons-your-business-should-apply-for-cdap/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/remarketing-advertising-for-ecommerce/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/remarketing-right-business/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/reputation-management-mistakes/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/role-of-social-media-reputation-management/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/sales-enablement/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/seo-and-google-security/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/seo-audit-5-essential-things-to-check/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/seo-link-relevancy/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/signs-its-time-to-hire-a-digital-marketing-agency/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/signs-you-need-professional-seo-help/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/small-business-marketing-budgets-how-much-to-spend-and-best-practices/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/small-business-seo-budget-guide-2025/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/social-media-advertising-platforms/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/social-media-scams-targeting-businesses/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/social-proof/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/strategies-for-increasing-email-open-rates/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/strategies-to-boost-your-seo/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/the-basics-conversion-rate-optimization/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/the-beginners-guide-to-crm-understanding-the-basics-and-benefits-for-your-business/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/the-beginners-guide-to-microsoft-advertising-how-to-get-started/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/the-connection-between-content-marketing-and-sales-enablement/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/the-dos-and-donts-of-facebook-advertising/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/the-dos-and-donts-of-tiktok-advertising/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/the-eight-best-seo-tools-to-boost-your-rankings-in-2025/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/the-impact-of-effective-sales-enablement-on-customer-experience/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/the-power-of-a-b-testing-how-small-changes-lead-to-big-conversions-infographic/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/the-power-of-bing-ads-why-your-business-should-be-using-microsoft-advertising/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/the-power-of-seo-for-law-firms/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/the-secrets-of-direct-response-advertising/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/the-top-5-benefits-of-instagram-advertising/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/the-ultimate-local-seo-tactic-how-to-optimize-your-business-for-ai-voice-search/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/tiktok-ads-how-to-win-more-customers/,301 target TBD in content review,301,blog_consolidate,medium,Blog,Overlaps other posts; merge then 301 to the surviving post.,Confirmed 301 (Jake: do all)
/blog/tips-choosing-right-seo-specialist/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/tips-to-create-high-converting-landing-page/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/top-10-blog-writing-tips-2019/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/top-10-latest-google-ad-enhancements-2/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/top-10-on-page-seo-tips-beginners/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/top-5-free-digital-marketing-courses/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/top-6-free-google-docs-add-ons-content-writers/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/top-digital-marketing-trends-2024/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/top-examples-of-landing-pages-for-saas-companies-2023/,KEEP (same URL),200,blog_refresh,high,Blog,Preserve URL 1:1. Content refresh suggested.,"Confirmed, keep at same URL"
/blog/ugc-marketing-social-media/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/ultimate-guide-making-social-media-accessible/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/ultimate-guide-programmatic-advertising/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/ultimate-seo-guide/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
/blog/understanding-the-customer-journey-and-content-needed-for-each-stage/,KEEP (same URL),200,blog_keep,high,Blog,Preserve URL 1:1.,"Confirmed, keep at same URL"
