url,type,priority,title_verdict,regression_flags,OLD_title,NEW_title,RECOMMENDED_title,OLD_h1,NEW_h1,h1_verdict,RECOMMENDED_h1,RECOMMENDED_meta_description,DECISION (Jake: keep new / use recommended / custom)
/case-studies/eco-choice-windows/,Case study,P3,new_better,,,Eco Choice Windows & Doors case study: the full-funnel build | Consultus Digital,Eco Choice Windows & Doors Case Study | Consultus Digital,,"Eco Choice got the whole engine , not a channel.",,"Eco Choice Windows & Doors: the whole engine, not a channel.","Website, paid media creative, and CRO for Eco Choice Windows & Doors. One team, one scoreboard, every layer built to convert.",Kept new-design title (no regression)
/facebook-advertising-agency-in-calgary/,Location,P3,equivalent,,The Best Facebook Advertising Agency Calgary | Consultus Digital,The Best Facebook Advertising Agency in Calgary | Consultus Digital,Facebook Advertising Agency in Calgary | Consultus Digital,The Best Facebook Advertising Agency in Calgary,The Best Facebook Advertising Agency in Calgary .,,The Best Facebook Advertising Agency in Calgary,The best Facebook advertising agency in Calgary. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/facebook-advertising-agency-in-chicago/,Location,P3,equivalent,,The Best Facebook Advertising Agency Chicago | Consultus Digital,The Best Facebook Advertising Agency in Chicago | Consultus Digital,Facebook Advertising Agency in Chicago | Consultus Digital,The Best Facebook Advertising Agency in Chicago,The Best Facebook Advertising Agency in Chicago .,,The Best Facebook Advertising Agency in Chicago,The best Facebook advertising agency in Chicago. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/facebook-advertising-agency-in-houston/,Location,P3,equivalent,,The Best Facebook Advertising Agency Houston | Consultus Digital,The Best Facebook Advertising Agency in Houston | Consultus Digital,Facebook Advertising Agency in Houston | Consultus Digital,The Best Facebook Advertising Agency in Houston,The Best Facebook Advertising Agency in Houston .,,The Best Facebook Advertising Agency in Houston,The best Facebook advertising agency in Houston. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/facebook-advertising-agency-in-london/,Location,P3,equivalent,,The Best Facebook Advertising Agency London | Consultus Digital,The Best Facebook Advertising Agency in London | Consultus Digital,Facebook Advertising Agency in London | Consultus Digital,The Best Facebook Advertising Agency in London,The Best Facebook Advertising Agency in London .,,The Best Facebook Advertising Agency in London,The best Facebook advertising agency in London. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/facebook-advertising-agency-in-los-angeles/,Location,P3,new_better,,Best Facebook Advertising Agency Los Angeles | Consultus Digital,The Best Facebook Advertising Agency in Los Angeles | Consultus Digital,Facebook Advertising Agency in Los Angeles | Consultus Digital,The Best Facebook Advertising Agency in Los Angeles,The Best Facebook Advertising Agency in Los Angeles .,,The Best Facebook Advertising Agency in Los Angeles,The best Facebook advertising agency in Los Angeles. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/facebook-advertising-agency-in-montreal/,Location,P3,equivalent,,The Best Facebook Advertising Agency Montreal | Consultus Digital,The Best Facebook Advertising Agency in Montreal | Consultus Digital,Facebook Advertising Agency in Montreal | Consultus Digital,The Best Facebook Advertising Agency in Montreal,The Best Facebook Advertising Agency in Montreal .,,The Best Facebook Advertising Agency in Montreal,The best Facebook advertising agency in Montreal. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/facebook-advertising-agency-in-new-york/,Location,P3,equivalent,,The Best Facebook Advertising Agency New York | Consultus Digital,The Best Facebook Advertising Agency in New York | Consultus Digital,Facebook Advertising Agency in New York | Consultus Digital,The Best Facebook Advertising Agency in New York,The Best Facebook Advertising Agency in New York .,,The Best Facebook Advertising Agency in New York,The best Facebook advertising agency in New York. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/facebook-advertising-agency-in-san-antonio/,Location,P3,new_better,,,The Best Facebook Advertising Agency in San Antonio | Consultus Digital,Facebook Advertising Agency in San Antonio | Consultus Digital,,The Best Facebook Advertising Agency in San Antonio .,,The Best Facebook Advertising Agency in San Antonio,The best Facebook advertising agency in San Antonio. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/facebook-advertising-agency-in-tampa/,Location,P3,new_better,,,The Best Facebook Advertising Agency in Tampa | Consultus Digital,Facebook Advertising Agency in Tampa | Consultus Digital,,The Best Facebook Advertising Agency in Tampa .,,The Best Facebook Advertising Agency in Tampa,The best Facebook advertising agency in Tampa. A powerful Facebook ad strategy that drives conversions while protecting your ROI.,Kept new-design title (no regression)
/facebook-advertising-agency-in-toronto/,Location,P3,equivalent,,The Best Facebook Advertising Agency Toronto | Consultus Digital,The Best Facebook Advertising Agency in Toronto | Consultus Digital,Facebook Advertising Agency in Toronto | Consultus Digital,The Best Facebook Advertising Agency in Toronto,The Best Facebook Advertising Agency in Toronto .,,The Best Facebook Advertising Agency in Toronto,The best Facebook advertising agency in Toronto. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/facebook-advertising-agency-in-vancouver/,Location,P3,equivalent,,The Best Facebook Advertising Agency Vancouver | Consultus Digital,The Best Facebook Advertising Agency in Vancouver | Consultus Digital,Facebook Advertising Agency in Vancouver | Consultus Digital,The Best Facebook Advertising Agency in Vancouver,The Best Facebook Advertising Agency in Vancouver .,,The Best Facebook Advertising Agency in Vancouver,The best Facebook advertising agency in Vancouver. Facebook ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/calgary/google-ads-agency-in-calgary/,Location,P3,equivalent,,The Best Google Ads Agency In Calgary | Consultus Digital,The Best Google Ads Agency in Calgary | Consultus Digital,Google Ads Agency in Calgary | Consultus Digital,The Best Google Ads Agency in Calgary,The Best Google Ads Agency in Calgary .,,The Best Google Ads Agency in Calgary,The best Google Ads agency in Calgary. Google Ads management tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/calgary/seo-agency-in-calgary/,Location,P3,equivalent,,The Best SEO Agency in Calgary | Consultus Digital,The Best SEO Agency in Calgary | Consultus Digital,SEO Agency in Calgary | Consultus Digital,The Best SEO Agency in Calgary,The Best SEO Agency in Calgary .,,The Best SEO Agency in Calgary,"The best SEO agency in Calgary. SEO services tied to a real revenue scoreboard, not vanity rankings.",Kept new-design title (no regression)
/locations/chicago/google-ads-agency-in-chicago/,Location,P3,equivalent,,The Best Google Ads Agency In Chicago | Consultus Digital,The Best Google Ads Agency in Chicago | Consultus Digital,Google Ads Agency in Chicago | Consultus Digital,The Best Google Ads Agency in Chicago,The Best Google Ads Agency in Chicago .,,The Best Google Ads Agency in Chicago,The best Google Ads agency in Chicago. Google Ads management tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/chicago/seo-agency-in-chicago/,Location,P3,equivalent,,The Best SEO Agency in Chicago | Consultus Digital,The Best SEO Agency in Chicago | Consultus Digital,SEO Agency in Chicago | Consultus Digital,The Best SEO Agency in Chicago,The Best SEO Agency in Chicago .,,The Best SEO Agency in Chicago,"The best SEO agency in Chicago. SEO services tied to a real revenue scoreboard, not vanity rankings.",Kept new-design title (no regression)
/locations/houston/google-ads-agency-in-houston/,Location,P3,equivalent,,The Best Google Ads Agency In Houston | Consultus Digital,The Best Google Ads Agency in Houston | Consultus Digital,Google Ads Agency in Houston | Consultus Digital,The Best Google Ads Agency in Houston,The Best Google Ads Agency in Houston .,,The Best Google Ads Agency in Houston,The best Google Ads agency in Houston. Google Ads management tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/houston/seo-agency-in-houston/,Location,P3,equivalent,,The Best SEO Agency in Houston | Consultus Digital,The Best SEO Agency in Houston | Consultus Digital,SEO Agency in Houston | Consultus Digital,The Best SEO Agency in Houston,The Best SEO Agency in Houston .,,The Best SEO Agency in Houston,"The best SEO agency in Houston. SEO services tied to a real revenue scoreboard, not vanity rankings.",Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-calgary/,Location,P3,new_better,,Calgary’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in Calgary | Consultus Digital,Instagram Advertising Agency in Calgary | Consultus Digital,The Best Instagram Advertising Agency in Calgary,The Best Instagram Advertising Agency in Calgary .,,The Best Instagram Advertising Agency in Calgary,The best Instagram advertising agency in Calgary. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-chicago/,Location,P3,new_better,,Chicago’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in Chicago | Consultus Digital,Instagram Advertising Agency in Chicago | Consultus Digital,The Best Instagram Advertising Agency in Chicago,The Best Instagram Advertising Agency in Chicago .,,The Best Instagram Advertising Agency in Chicago,The best Instagram advertising agency in Chicago. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-houston/,Location,P3,new_better,,Houston’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in Houston | Consultus Digital,Instagram Advertising Agency in Houston | Consultus Digital,The Best Instagram Advertising Agency in Houston,The Best Instagram Advertising Agency in Houston .,,The Best Instagram Advertising Agency in Houston,The best Instagram advertising agency in Houston. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-london/,Location,P3,new_better,,London’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in London | Consultus Digital,Instagram Advertising Agency in London | Consultus Digital,The Best Instagram Advertising Agency in London,The Best Instagram Advertising Agency in London .,,The Best Instagram Advertising Agency in London,The best Instagram advertising agency in London. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-los-angeles/,Location,P3,new_better,,Los Angeles’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in Los Angeles | Consultus Digital,Instagram Advertising Agency in Los Angeles | Consultus Digital,The Best Instagram Advertising Agency in Los Angeles,The Best Instagram Advertising Agency in Los Angeles .,,The Best Instagram Advertising Agency in Los Angeles,The best Instagram advertising agency in Los Angeles. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-montreal/,Location,P3,new_better,,Montreal’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in Montreal | Consultus Digital,Instagram Advertising Agency in Montreal | Consultus Digital,The Best Instagram Advertising Agency in Montreal,The Best Instagram Advertising Agency in Montreal .,,The Best Instagram Advertising Agency in Montreal,The best Instagram advertising agency in Montreal. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-new-york/,Location,P3,new_better,,New York’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in New York | Consultus Digital,Instagram Advertising Agency in New York | Consultus Digital,The Best Instagram Advertising Agency in New York,The Best Instagram Advertising Agency in New York .,,The Best Instagram Advertising Agency in New York,The best Instagram advertising agency in New York. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-san-antonio/,Location,P3,new_better,,San Antonio’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in San Antonio | Consultus Digital,Instagram Advertising Agency in San Antonio | Consultus Digital,The Best Instagram Advertising Agency in San Antonio,The Best Instagram Advertising Agency in San Antonio .,,The Best Instagram Advertising Agency in San Antonio,The best Instagram advertising agency in San Antonio. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-toronto/,Location,P3,new_better,,Toronto’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in Toronto | Consultus Digital,Instagram Advertising Agency in Toronto | Consultus Digital,The Best Instagram Advertising Agency in Toronto,The Best Instagram Advertising Agency in Toronto .,,The Best Instagram Advertising Agency in Toronto,The best Instagram advertising agency in Toronto. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/instagram-advertising-agency-in-vancouver/,Location,P3,new_better,,Vancouver’s Best Instagram Agency | Consultus Digital,The Best Instagram Advertising Agency in Vancouver | Consultus Digital,Instagram Advertising Agency in Vancouver | Consultus Digital,The Best Instagram Advertising Agency in Vancouver,The Best Instagram Advertising Agency in Vancouver .,,The Best Instagram Advertising Agency in Vancouver,The best Instagram advertising agency in Vancouver. Instagram ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/la/google-ads-agency-in-los-angeles/,Location,P3,equivalent,,The Best Google Ads Agency In Los Angeles | Consultus Digital,The Best Google Ads Agency in Los Angeles | Consultus Digital,Google Ads Agency in Los Angeles | Consultus Digital,The Best Google Ads Agency in Los Angeles,The Best Google Ads Agency in Los Angeles .,,The Best Google Ads Agency in Los Angeles,The best Google Ads agency in Los Angeles. Google Ads management tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/london/google-ads-agency-in-london/,Location,P3,equivalent,,The Best Google Ads Agency in London | Consultus Digital,The Best Google Ads Agency in London | Consultus Digital,Google Ads Agency in London | Consultus Digital,The Best Google Ads Agency in London,The Best Google Ads Agency in London .,,The Best Google Ads Agency in London,The best Google Ads agency in London. Google Ads management tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/london/seo-agency-in-london/,Location,P3,equivalent,,The Best SEO Agency in London | Consultus Digital,The Best SEO Agency in London | Consultus Digital,SEO Agency in London | Consultus Digital,The Best SEO Agency in London,The Best SEO Agency in London .,,The Best SEO Agency in London,"The best SEO agency in London. SEO services tied to a real revenue scoreboard, not vanity rankings.",Kept new-design title (no regression)
/locations/los-angeles/seo-agency-in-los-angeles/,Location,P3,new_better,,,The Best SEO Agency in Los Angeles | Consultus Digital,SEO Agency in Los Angeles | Consultus Digital,,The Best SEO Agency in Los Angeles .,,The Best SEO Agency in Los Angeles,"The best SEO agency in Los Angeles. SEO services tied to a real revenue scoreboard, not vanity rankings.",Kept new-design title (no regression)
/locations/montreal/google-ads-agency-in-montreal/,Location,P3,equivalent,,The Best Google Ads Agency In Montreal | Consultus Digital,The Best Google Ads Agency in Montreal | Consultus Digital,Google Ads Agency in Montreal | Consultus Digital,The Best Google Ads Agency in Montreal,The Best Google Ads Agency in Montreal .,,The Best Google Ads Agency in Montreal,The best Google Ads agency in Montreal. Google Ads management tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/montreal/seo-agency-in-montreal/,Location,P3,equivalent,,The Best SEO Agency in Montreal | Consultus Digital,The Best SEO Agency in Montreal | Consultus Digital,SEO Agency in Montreal | Consultus Digital,The Best SEO Agency in Montreal,The Best SEO Agency in Montreal .,,The Best SEO Agency in Montreal,"The best SEO agency in Montreal. SEO services tied to a real revenue scoreboard, not vanity rankings.",Kept new-design title (no regression)
/locations/new-york/seo-agency-in-new-york/,Location,P3,new_better,,,The Best SEO Agency in New York | Consultus Digital,SEO Agency in New York | Consultus Digital,,The Best SEO Agency in New York .,,The Best SEO Agency in New York,"The best SEO agency in New York. SEO services tied to a real revenue scoreboard, not vanity rankings.",Kept new-design title (no regression)
/locations/sanantonio/google-ads-agency-in-san-antonio/,Location,P3,equivalent,,The Best Google Ads Agency In San Antonio | Consultus Digital,The Best Google Ads Agency in San Antonio | Consultus Digital,Google Ads Agency in San Antonio | Consultus Digital,The Best Google Ads Agency in San Antonio,The Best Google Ads Agency in San Antonio .,,The Best Google Ads Agency in San Antonio,The best Google Ads agency in San Antonio. Google Ads management tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/toronto/google-ads-agency-in-toronto/,Location,P3,equivalent,,The Best Google Ads Agency in Toronto | Consultus Digital,The Best Google Ads Agency in Toronto | Consultus Digital,Google Ads Agency in Toronto | Consultus Digital,The Best Google Ads Agency in Toronto,The Best Google Ads Agency in Toronto .,,The Best Google Ads Agency in Toronto,The best Google Ads agency in Toronto. Google Ads management tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/toronto/seo-agency-in-toronto/,Location,P3,equivalent,,The Best SEO Agency in Toronto | Consultus Digital,The Best SEO Agency in Toronto | Consultus Digital,SEO Agency in Toronto | Consultus Digital,The Best SEO Agency in Toronto,The Best SEO Agency in Toronto .,,The Best SEO Agency in Toronto,"The best SEO agency in Toronto. SEO services tied to a real revenue scoreboard, not vanity rankings.",Kept new-design title (no regression)
/locations/vancouver/google-ads-agency-in-vancouver/,Location,P3,equivalent,,The Best Google Ads Agency in Vancouver | Consultus Digital,The Best Google Ads Agency in Vancouver | Consultus Digital,Google Ads Agency in Vancouver | Consultus Digital,The Best Google Ads Agency in Vancouver,The Best Google Ads Agency in Vancouver .,,The Best Google Ads Agency in Vancouver,The best Google Ads agency in Vancouver. Google Ads management tied to a real revenue scoreboard.,Kept new-design title (no regression)
/locations/vancouver/seo-agency-in-vancouver/,Location,P3,equivalent,,The Best SEO Agency in Vancouver | Consultus Digital,The Best SEO Agency in Vancouver | Consultus Digital,SEO Agency in Vancouver | Consultus Digital,The Best SEO Agency in Vancouver,The Best SEO Agency in Vancouver .,,The Best SEO Agency in Vancouver,"The best SEO agency in Vancouver. SEO services tied to a real revenue scoreboard, not vanity rankings.",Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-calgary/,Location,P3,equivalent,,The Best Microsoft Advertising Agency in Calgary | Consultus Digital,The Best Microsoft Advertising Agency in Calgary | Consultus Digital,Microsoft Advertising Agency in Calgary | Consultus Digital,The Best Microsoft Advertising Agency in Calgary,The Best Microsoft Advertising Agency in Calgary .,,The Best Microsoft Advertising Agency in Calgary,The best Microsoft Advertising agency in Calgary. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-chicago/,Location,P3,equivalent,,The Best Microsoft Advertising Agency in Chicago | Consultus Digital,The Best Microsoft Advertising Agency in Chicago | Consultus Digital,Microsoft Advertising Agency in Chicago | Consultus Digital,The Best Microsoft Advertising Agency in Chicago,The Best Microsoft Advertising Agency in Chicago .,,The Best Microsoft Advertising Agency in Chicago,The best Microsoft Advertising agency in Chicago. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-houston/,Location,P3,equivalent,,The Best Microsoft Advertising Agency in Houston | Consultus Digital,The Best Microsoft Advertising Agency in Houston | Consultus Digital,Microsoft Advertising Agency in Houston | Consultus Digital,The Best Microsoft Advertising Agency in Houston,The Best Microsoft Advertising Agency in Houston .,,The Best Microsoft Advertising Agency in Houston,The best Microsoft Advertising agency in Houston. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-london/,Location,P3,equivalent,,The Best Microsoft Advertising Agency in London | Consultus Digital,The Best Microsoft Advertising Agency in London | Consultus Digital,Microsoft Advertising Agency in London | Consultus Digital,The Best Microsoft Advertising Agency in London,The Best Microsoft Advertising Agency in London .,,The Best Microsoft Advertising Agency in London,The best Microsoft Advertising agency in London. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-los-angeles/,Location,P3,new_better,,The Best Microsoft Advertising Agency in L.A. | Consultus Digital,The Best Microsoft Advertising Agency in Los Angeles | Consultus Digital,Microsoft Advertising Agency in Los Angeles | Consultus Digital,The Best Microsoft Advertising Agency in Los Angeles,The Best Microsoft Advertising Agency in Los Angeles .,,The Best Microsoft Advertising Agency in Los Angeles,The best Microsoft Advertising agency in Los Angeles. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-montreal/,Location,P3,equivalent,,The Best Microsoft Advertising Agency in Montreal | Consultus Digital,The Best Microsoft Advertising Agency in Montreal | Consultus Digital,Microsoft Advertising Agency in Montreal | Consultus Digital,The Best Microsoft Advertising Agency in Montreal,The Best Microsoft Advertising Agency in Montreal .,,The Best Microsoft Advertising Agency in Montreal,The best Microsoft Advertising agency in Montreal. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-new-york/,Location,P3,equivalent,,The Best Microsoft Advertising Agency in New York | Consultus Digital,The Best Microsoft Advertising Agency in New York | Consultus Digital,Microsoft Advertising Agency in New York | Consultus Digital,The Best Microsoft Advertising Agency in New York,The Best Microsoft Advertising Agency in New York .,,The Best Microsoft Advertising Agency in New York,The best Microsoft Advertising agency in New York. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-san-antonio/,Location,P3,new_better,,The Best Microsoft Advertising Agency in San Antonio | Consultus,The Best Microsoft Advertising Agency in San Antonio | Consultus Digital,Microsoft Advertising Agency in San Antonio | Consultus Digital,The Best Microsoft Advertising Agency in San Antonio,The Best Microsoft Advertising Agency in San Antonio .,,The Best Microsoft Advertising Agency in San Antonio,The best Microsoft Advertising agency in San Antonio. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-toronto/,Location,P3,equivalent,,The Best Microsoft Advertising Agency in Toronto | Consultus Digital,The Best Microsoft Advertising Agency in Toronto | Consultus Digital,Microsoft Advertising Agency in Toronto | Consultus Digital,The Best Microsoft Advertising Agency in Toronto,The Best Microsoft Advertising Agency in Toronto .,,The Best Microsoft Advertising Agency in Toronto,The best Microsoft Advertising agency in Toronto. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/the-best-microsoft-advertising-agency-in-vancouver/,Location,P3,new_better,,The Best Microsoft Advertising Agency in Vancouver | Consultus,The Best Microsoft Advertising Agency in Vancouver | Consultus Digital,Microsoft Advertising Agency in Vancouver | Consultus Digital,The Best Microsoft Advertising Agency in Vancouver,The Best Microsoft Advertising Agency in Vancouver .,,The Best Microsoft Advertising Agency in Vancouver,The best Microsoft Advertising agency in Vancouver. Bing and Microsoft ad campaigns tied to a real revenue scoreboard.,Kept new-design title (no regression)
/ab-testing/,Page,P3,new_better,,,A/B Testing & Experimentation | Consultus Digital,A/B Testing & CRO Experimentation | Consultus Digital,,Experimentation programs that compound .,,Experimentation programs that compound.,"A/B and multivariate testing run as a discipline, not a tool. Hypothesis backlog, statistical rigor, and a searchable experiment archive that compounds.",Kept new-design title (no regression)
/about/,Page,P3,new_better,,,About Us | Consultus Digital,About Us | Toronto Marketing Agency | Consultus Digital,,We engineer revenue systems.,,We engineer revenue systems.,"Meet the team behind Consultus Digital. Toronto operators who engineer revenue systems: paid media, search, creative, web and CRM under one roof.",Kept new-design title (no regression)
/aeo-ai-search/,Page,P3,new_better,,,AEO / AI Search | Consultus Digital,AEO / AI Search Optimization | Consultus Digital,,"Get cited by ChatGPT , Perplexity, and Google AI Overviews.",,"Get cited by ChatGPT, Perplexity, and Google AI Overviews.","Answer Engine Optimization rebuilds your content so ChatGPT, Perplexity, Google AI Overviews, and Claude can find, parse, and cite your business.",Kept new-design title (no regression)
/analytics-attribution/,Page,P3,new_better,,,Analytics & Attribution | Consultus Digital,Analytics & Attribution Services | Consultus Digital,,Attribution that survives post-iOS reality.,,Attribution that survives post-iOS reality.,"GA4, server-side tracking, post-purchase survey capture, and marketing-mix modeling for accounts that have outgrown last-click attribution.",Kept new-design title (no regression)
/article/,Page,P3,missing_or_broken,vague;lost_service_keyword,,Article | Consultus Digital,Why Cost Per Click Is the Wrong Metric | Consultus Digital,,Why cost per click is the wrong metric for home services .,,Why cost per click is the wrong metric for home services.,"Why cost per click is the wrong metric for home services, and what to measure instead. Field notes from the Consultus Digital team.",APPLIED — recommended title+meta written to page (Jun 16 2026)
/b2b-saas-marketing/,Page,P3,new_better,,,B2B SaaS Marketing | Consultus Digital,B2B SaaS Marketing Agency Toronto | Consultus Digital,,B2B SaaS marketing that drives qualified pipeline.,,B2B SaaS marketing that drives qualified pipeline.,"B2B SaaS marketing that drives qualified pipeline. SEO, paid media, content, web, and CRO for software and technology companies.",Kept new-design title (no regression)
/careers/,Page,P3,new_better,,Careers | Consultus Digital,Careers at Consultus Digital | Join a 5-Star Team,Careers at Consultus Digital | Join a 5-Star Team,Grow Your Career. Make an Impact. Join a 5-Star Team.,Grow your career . Make an impact. Join a 5-star team.,,Grow your career. Make an impact. Join a 5-star team.,"Grow your career, make an impact, and join a 5-star Toronto marketing team. See open roles at Consultus Digital and how we hire.",Kept new-design title (no regression)
/contact/,Page,P3,new_better,,,Contact Us | Consultus Digital,Contact Us | Toronto Marketing Agency | Consultus Digital,,Start with a Strategy Call .,,Start with a strategy call.,"Book a strategy call with Consultus Digital. Tell us where growth is stuck and we will show you the plan we would run, no obligation.",Kept new-design title (no regression)
/content-marketing/,Page,P3,new_better,,,Content Marketing | Consultus Digital,Content Marketing Agency | Consultus Digital,,Content programs built for authority .,,Content programs built for authority.,"Editorial content engineered around topical authority, buyer-journey mapping, and earned distribution. Long-form research and pillar-cluster architecture.",Kept new-design title (no regression)
/cro/,Page,P3,new_better,,,Conversion Rate Optimization | Consultus Digital,Conversion Rate Optimization (CRO) | Consultus Digital,,CRO that lifts the metric that actually matters.,,CRO that lifts the metric that actually matters.,"Conversion rate optimization for the surfaces where buyers decide: product pages, contact forms, booking flows, checkout, and consultation requests.",Kept new-design title (no regression)
/google-ads/,Page,P3,new_better,,,Google Ads | Consultus Digital,Google Ads Management Agency | Consultus Digital,,"Google Ads, engineered for pipeline.",,"Google Ads, engineered for pipeline.","Search, Shopping, Performance Max, and YouTube programs measured against booked outcomes, not platform-reported ROAS. Architecture to creative.",Kept new-design title (no regression)
/healthcare-marketing/dental-practices/,Page,P3,new_better,,,Dental Practices Marketing | Consultus Digital,Dental Practice Marketing | Consultus Digital,,Growth marketing for dental practices.,,Growth marketing for dental practices.,"Digital marketing for family dentistry, orthodontics, and cosmetic dental groups. Win new patients and keep recall visits booked.",Kept new-design title (no regression)
/healthcare-marketing/med-spas/,Page,P3,new_better,,,Med Spas Marketing | Consultus Digital,Med Spa Marketing Agency | Consultus Digital,,Marketing for med spas and aesthetic clinics.,,Marketing for med spas and aesthetic clinics.,"Digital marketing for med spas and aesthetic clinics. Acquisition and retention systems for injectables, laser, and body contouring.",Kept new-design title (no regression)
/healthcare-marketing/medical-clinics/,Page,P3,new_better,,,Medical Clinics Marketing | Consultus Digital,Medical Clinic Marketing | Consultus Digital,,Patient acquisition for medical clinics.,,Patient acquisition for medical clinics.,"Digital marketing for family medicine, walk-in, and primary care groups. We engineer a steady local patient pipeline to booked appointments.",Kept new-design title (no regression)
/healthcare-marketing/plastic-surgery/,Page,P3,new_better,,,Plastic Surgery Marketing | Consultus Digital,Plastic Surgery Marketing | Consultus Digital,,Marketing for plastic surgery practices.,,Marketing for plastic surgery practices.,Digital marketing for cosmetic and reconstructive surgical practices. Multi-touch funnels that turn early research into booked consultations.,Kept new-design title (no regression)
/healthcare-marketing/preventative-health/,Page,P3,new_better,,,Preventative Health Marketing | Consultus Digital,Preventative Health Marketing | Consultus Digital,,Growth for preventative and executive health.,,Growth for preventative and executive health.,"Digital marketing for executive health, biomarker testing, longevity, and preventative health brands scaling demand in a new market.",Kept new-design title (no regression)
/healthcare-marketing/specialty-allied-health/,Page,P3,new_better,,,Specialty & Allied Health Marketing | Consultus Digital,Specialty & Allied Health Marketing | Consultus Digital,,Marketing for specialty and allied practices.,,Marketing for specialty and allied practices.,"Digital marketing for physio, chiro, optometry, mental health, and specialty practices. Per-discipline acquisition programs that book patients.",Kept new-design title (no regression)
/home-improvement-marketing/,Page,P3,new_better,,,Home Improvement Marketing | Consultus Digital,Home Improvement Marketing | Consultus Digital,,Home improvement marketing that turns research into booked projects.,,Home improvement marketing that turns research into booked projects.,"Home improvement marketing that turns research into booked projects. SEO, paid media, content, web, and CRO for renovation brands.",Kept new-design title (no regression)
